ICAO,TYPE/SIZE,NAME,ELEVATION,iso_country,iso_region,municipality,Lat,Lon
LS19,heliport,Houma Terrebonne Heliport,3,US,US-LA,Chauvin,-90.66230011,29.25049973
LS20,closed,Riverview Medical Center Heliport,10,US,US-LA,Gonzales,-90.931998,30.2041
LS21,closed,Southland Strip Ultralightport,10,US,US-LA,Houma,-90.770597,29.6705
LS22,heliport,St Helena Parish Hospital Heliport,180,US,US-LA,Greensburg,-90.66619873,30.83180046
LS23,heliport,Womens's and Children's Hospital Heliport,30,US,US-LA,Lafayette,-92.04599762,30.15379906
LS24,heliport,Touro Infirmary Heliport,50,US,US-LA,New Orleans,-90.09339905,29.92519951
LS25,small_airport,Annison Private Airport,120,US,US-LA,Slaughter,-91.06069946,30.70459938
LS26,closed,Caillou Island Heliport,,US,US-LA,Cocodrie,-90.493797,29.120001
LS27,heliport,Rapides Rmc Hospital Heliport,125,US,US-LA,Alexandria,-92.45030212,31.30170059
LS28,heliport,Barataria Bay Heliport,3,US,US-LA,Ecaille,-89.85449982,29.37859917
LS29,closed,South 40 Heliport,16,US,US-LA,Lake Charles,-93.251801,30.123501
LS30,heliport,University Health Conway Hospital Heliport,79,US,US-LA,Monroe,-92.107537,32.44918
LS31,heliport,Fresh Water Bayou Heliport,4,US,US-LA,Intercoastal City,-92.26010132,29.60149956
LS32,heliport,St Jude Heliport,24,US,US-LA,Kenner,-90.26899719,30.02490044
LS33,heliport,Sun Drilling Products Heliport,3,US,US-LA,New Orleans,-89.99060059,29.89850044
LS34,small_airport,Bordelon Airpark,22,US,US-LA,Breaux Bridge,-91.87640381,30.30669975
LS35,small_airport,Nauga Field,38,US,US-LA,St Francisville,-91.27729797,30.76250076
LS36,small_airport,Light Plane Flyers Airfield,25,US,US-LA,Iowa,-92.97200012,30.25020027
LS37,heliport,West Calcasieu Cameron Hospital Heliport,11,US,US-LA,Sulphur,-93.3687973,30.22990036
LS38,small_airport,Richard's Airport,15,US,US-LA,New Iberia,-91.86920166,30.01309967
LS39,small_airport,Country Bend Airport,49,US,US-LA,Watson,-90.98459625,30.58939934
LS40,small_airport,St Charles Airport,13,US,US-LA,Ama,-90.28610229,29.95190048
LS41,small_airport,Tater Patch Ultralightport,240,US,US-LA,Blanchard,-93.87889862,32.56710052
LS42,heliport,Acadia General Hospital Heliport,24,US,US-LA,Crowley,-92.363985,30.226565
LS43,small_airport,Southland Strip Nr 2 Ultralightport,10,US,US-LA,Gray,-90.76760101,29.6718998
LS44,small_airport,Ken Guidry No 3 Airport,15,US,US-LA,Kaplan,-92.34369659,30.08989906
LS45,heliport,Waterford 3 Heliport,15,US,US-LA,Killona,-90.46730042,29.98550034
LS46,small_airport,Blount Airport,50,US,US-LA,Monterey,-91.82289886,31.45849991
LS47,heliport,Marine Shale Processors Inc Heliport,20,US,US-LA,Morgan City,-91.12840271,29.66270065
LS48,heliport,Assumption Comunity Hospital Heliport,15,US,US-LA,Napoleonville,-91.03369904,29.95709991
LS49,small_airport,Simpson Airport,13,US,US-LA,Plaquemine,-91.27149963,30.30270004
LS50,heliport,Squires Heliport,80,US,US-LA,Rayville,-91.72429657,32.42990112
LS51,heliport,Northshore Regional Medical Center Heliport,14,US,US-LA,Slidell,-89.74060059,30.28689957
LS52,heliport,Era Helicopters Venice Base Heliport,,US,US-LA,Venice,-89.36779785,29.28739929
LS53,heliport,Ville Platte Medical Center Heliport,75,US,US-LA,Ville Platte,-92.26599884,30.68190002
LS54,small_airport,Brian's Ultralightport,65,US,US-LA,Zachary,-91.18759918,30.69190025
LS55,heliport,William Olefins Llc,13,US,US-LA,Geismar,-91.05370331,30.23880005
LS56,heliport,Medicant Island Heliport,15,US,US-LA,Grand Isle,-89.98419952,29.33659935
LS57,heliport,River Parish Hospital Heliport,10,US,US-LA,La Place,-90.51540375,30.07150078
LS58,heliport,Christus Ochsner Lake Area Hospital Heliport,16,US,US-LA,Lake Charles,-93.250987,30.180329
LS59,small_airport,La Petite Airdrome Ultralightport,63,US,US-LA,Opelousas,-92.18789673,30.62940025
LS60,heliport,East Field,17,US,US-LA,St Gabriel,-91.08650208,30.25130081
LS61,heliport,Berwick Shore Base Heliport,9,US,US-LA,Berwick,-91.24069977,29.66329956
LS62,heliport,Burns Point Plant Heliport,2,US,US-LA,Centerville,-91.53209686,29.57159996
LS63,heliport,West Delta Receiving Station Heliport,2,US,US-LA,Venice,-89.39700317,29.21910095
LS64,heliport,District 8 Emergency Heliport,,US,US-LA,Gibson,-90.98729706,29.68849945
LS65,heliport,Moisart Heliport,5,US,US-LA,New Orleans,-90.2826004,29.98159981
LS66,heliport,Petro Com Headquarters Heliport,10,US,US-LA,Harahan,-90.20339966,29.97019958
LS67,heliport,Avoyelles Hospital Heliport,75,US,US-LA,Marksville,-92.06150055,31.14410019
LS68,small_airport,Ken Guidry Nr 1 Airport,10,US,US-LA,Abbeville,-92.21350098,29.93470001
LS69,small_airport,L J Earnest Airport,165,US,US-LA,Benton,-93.66239929,32.64350128
LS71,heliport,Raceland Station Heliport,10,US,US-LA,Raceland,-90.59429932,29.72800064
LS72,small_airport,Aerolite Aero Park Ultralightport,13,US,US-LA,Welsh,-92.81210327,30.20299911
LS73,heliport,Amax Metals Recovery Inc. Heliport,7,US,US-LA,Braithwaite,-89.96779633,29.86330032
LS74,heliport,Utec Heliport,10,US,US-LA,Lake Charles,-93.19989777,30.2269001
LS75,heliport,Cameron Shore Base Heliport,4,US,US-LA,Cameron,-93.33989716,29.81940079
LS76,small_airport,Hickham Field,25,US,US-LA,Covington,-90.17009735,30.46269989
LS77,small_airport,A & P Airpark,140,US,US-LA,Slaughter,-91.14859772,30.72710037
LS78,heliport,Willis-Knighton Medical Center Temp Groundlevel Heliport,253,US,US-LA,Shreveport,-93.77799988,32.48630142
LS79,heliport,Hardtner Medical Center Heliport,90,US,US-LA,Urania,-92.27600098,31.86129951
LS80,heliport,Station 823 Heliport,35,US,US-LA,Kinder,-92.87539673,30.4340992
LS81,heliport,Lake Charles Office Heliport,15,US,US-LA,Lake Charles,-93.21209717,30.11440086
LS82,heliport,Air Logistics (Lake Charles) Heliport,15,US,US-LA,Lake Charles,-93.18289948,30.1371994
LS83,small_airport,Kifer Airport,77,US,US-LA,Newellton,-91.25428009,32.0626564
LS84,heliport,Compressor Station 524 Heliport,3,US,US-LA,Leeville,-90.21589661,29.21610069
LS85,heliport,East Jefferson General Hospital Heliport,37,US,US-LA,Metairie,-90.18009949,30.01269913
LS86,small_airport,Le Blanc Field,158,US,US-LA,Hammond,-90.41929626,30.68190002
LS87,heliport,Compressor Station 527 Heliport,3,US,US-LA,Happy Jack,-89.73059845,29.51490021
LS89,small_airport,Sara Field,333,US,US-LA,St Francisville,-91.47499847,30.94669914
LS90,small_airport,Caddo Detention Center Airport,294,US,US-LA,Shreveport,-93.93569946,32.26240158
LS91,small_airport,Tim Bullard Memorial Airport,32,US,US-LA,Arnaudville,-91.97360229,30.41720009
LS92,small_airport,Koenig Airpark,100,US,US-LA,Robert,-90.31590271,30.59740067
LS93,small_airport,Greenwood Plantation Ultralightport,6,US,US-LA,Gibson,-90.89839935,29.61079979
LS94,heliport,Alon USA Heliport,36,US,US-LA,Krotz Springs,-91.750232,30.532936
LS95,heliport,Mackie Memorial Heliport,135,US,US-LA,Glenmora,-92.58709717,30.97940063
LS96,heliport,Ochsner Medical Institutions Heliport,7,US,US-LA,Jefferson,-90.14589691,29.96019936
LS97,heliport,Myu Heliport,12,US,US-LA,Luling,-90.35399628,29.92959976
LS98,heliport,Sabine Medical Center Heliport,250,US,US-LA,Many,-93.4720993,31.56069946
LS99,heliport,Phi Fourchon Base Heliport,5,US,US-LA,Port Fourchon,-90.20469666,29.11660004
LSD,heliport,Blue Grass Station Army Heliport,1016,US,US-KY,Lexington,-84.31659698,38.08340073
LSR,small_airport,Lost River 1 Airport,80,US,US-AK,Lost River,-167.1629944,65.39620209
LTH,closed,Lathrop Wells Airport / Jackass Aeropark,2650,US,US-NV,Amargosa Valley,-116.4135,36.6342
LWD,small_airport,Lamoni Municipal Airport,1131,US,US-IA,Lamoni,-93.90219879,40.63330078
M00,seaplane_base,Augusta Seaplane Base,23,US,US-ME,Augusta,-69.78170013,44.26760101
M06,seaplane_base,Havre De Grace Seaplane Base,,US,US-MD,Havre De Grace,-76.06970215,39.54150009
M10,small_airport,Mountainair Municipal Airport,6492,US,US-NM,Mountainair,-106.223999,34.53329849
M14,seaplane_base,Mal's Serpent Lake Seaplane Base,1246,US,US-MN,Deerwood,-93.91860199,46.47409821
M26,small_airport,Drummond Airport,4245,US,US-MT,Drummond,-113.205002,46.6208
M28,small_airport,Mid Continent Airport,268,US,US-MO,Hayti,-89.72789764,36.22510147
M35,seaplane_base,Lindey's Landing West Seaplane Base,3993,US,US-MT,Seeley Lake,-113.4800034,47.17440033
M38,small_airport,Hazel Green Airport,814,US,US-AL,Hazel Green,-86.64689636,34.91619873
M47,closed,Fife Lake Seaplane Base,1020,US,US-MI,Fife Lake,-85.3442,44.567501
M49,seaplane_base,Jolly Fisherman Seaplane Base,1499,US,US-MN,Waubun,-95.52890015,47.14300156
M57,seaplane_base,Rangeley Lake Seaplane Base,1518,US,US-ME,Rangeley,-70.6631012,44.95330048
M61,small_airport,Edward F Johnson Airport,1446,US,US-MI,Ishpeming,-87.78849792,46.34519958
M62,heliport,Rotorcraft Heliport,3630,US,US-MT,Hamilton,-114.1529999,46.20669937
M69,seaplane_base,Birch Lake Seaplane Base,1278,US,US-MN,Deerwood,-93.81390381,46.36970139
M74,small_airport,Bald Knob Municipal Airport,212,US,US-AR,Bald Knob,-91.55760193,35.30039978
M84,small_airport,Erie Aerodrome,605,US,US-MI,Erie,-83.51689911,41.78310013
M86,small_airport,Walle Field,635,US,US-MI,Pullman,-86.12729645,42.47090149
M97,small_airport,Morehead-Rowan County Clyde A. Thomas Regional Airport,1028,US,US-KY,Morehead,-83.587611,38.215
MA01,heliport,Gillette Stadium Heliport,271,US,US-MA,Foxborough,-71.263289,42.088661
MA07,small_airport,Friends Ultralightport,131,US,US-MA,Westport,-71.11920166,41.56760025
MA10,heliport,Chambers Heliport,60,US,US-MA,Somerville,-71.08869934,42.3783989
MA11,heliport,Dog Fish Bar Heliport,8,US,US-MA,Aquinnah,-70.804756,41.354222
MA12,seaplane_base,Marston Mills Seaplane Base,44,US,US-MA,Marstons Mills,-70.41750336,41.66899872
MA13,heliport,Nugent Heliport,100,US,US-MA,Gloucester,-70.63780212,42.62789917
MA14,heliport,Wheeler's Point Heliport,35,US,US-MA,Gloucester,-70.68029785,42.6393013
MA15,heliport,Pond Road Heliport,50,US,US-MA,Gloucester,-70.6434021,42.6283989
MA16,small_airport,Marshall's Airport,630,US,US-MA,Holden,-71.82170105,42.36339951
MA17,closed,Avco/Lowell Heliport,131,US,US-MA,Lowell,-71.3209,42.615398
MA18,small_airport,Cmelak Field,980,US,US-MA,Sheffield,-73.30719757,42.07910156
MA19,closed,Berlin Lndg Area,270,US,US-MA,Berlin,-71.641701,42.367595
MA2,seaplane_base,Merrimack Valley Seaplane Base,50,US,US-MA,Methuen,-71.21620178,42.70009995
MA20,heliport,Beverly Hospital Heliport,84,US,US-MA,Beverly,-70.87750244,42.56620026
MA21,heliport,Baybank Heliport,150,US,US-MA,Burlington,-71.20760345,42.48120117
MA22,heliport,The Beat Heliport,55,US,US-MA,Boston,-71.049264,42.315128
MA23,heliport,North Bay Heliport,10,US,US-MA,Osterville,-70.39969635,41.62730026
MA24,closed,Museum of Science Heliport,66,US,US-MA,Boston,-71.071702,42.367595
MA25,seaplane_base,Long Pond Seaplane Base,31,US,US-MA,Brewster,-70.06109619,41.73210144
MA26,balloonport,Balloon Port At Dingley Dell Balloonport,465,US,US-MA,Brimfield,-72.2562027,42.12039948
MA27,heliport,Goddard Hosp Heliport,200,US,US-MA,Brockton,-71.08200073,42.10039902
MA28,heliport,Congamond Lake Heliport,225,US,US-MA,Southwick,-72.75980377,42.03340149
MA29,heliport,Camp Edwards Heliport,135,US,US-MA,Bourne,-70.56479645,41.67150116
MA30,small_airport,Dresser Hill Airport,810,US,US-MA,Charlton,-71.96620178,42.10010147
MA31,heliport,Charlton Memorial Hospital Heliport,240,US,US-MA,Fall River,-71.14610291,41.70980072
MA32,heliport,Atlantic Trade Heliport,570,US,US-MA,Worcester,-71.76950073,42.26119995
MA33,heliport,Sagamore Hill Heliport,200,US,US-MA,Ipswich,-70.82679749,42.64189911
MA34,heliport,Moore Dogs Heliport,110,US,US-MA,Carver,-70.80339813,41.92539978
MA35,heliport,Hat Factory Heliport,10,US,US-MA,Amesbury,-70.93109894,42.83509827
MA36,small_airport,Snow Airport,61,US,US-MA,Ipswich,-70.85299683,42.66650009
MA37,heliport,Falmouth Hospital Heliport,105,US,US-MA,Falmouth,-70.62449646,41.56510162
MA38,heliport,Fitchburg Paper Company Heliport,525,US,US-MA,Fitchburg,-71.8286972,42.57979965
MA39,heliport,Brigham & Women's Hospital Heliport,200,US,US-MA,Boston,-71.10510254,42.33589935
MA40,seaplane_base,Diesel Dogs Seaplane Base,325,US,US-MA,Gardner,-71.96839905,42.54339981
MA41,heliport,Princess Lane Heliport,135,US,US-MA,Hopkinton,-71.55970001,42.22439957
MA42,heliport,U S C G Heliport,10,US,US-MA,Gloucester,-70.66000366,42.61009979
MA43,small_airport,Morehaven Airport,1120,US,US-MA,Granville,-72.90010071,42.07229996
MA44,small_airport,Trade Wind Airport,43,US,US-MA,Oak Bluffs,-70.57029724,41.44179916
MA45,heliport,Simmons Heliport,90,US,US-MA,Hanover,-70.8431015,42.12509918
MA46,heliport,Army National Guard Heliport,300,US,US-MA,Milford,-71.48419952,42.13069916
MA47,heliport,Chicopee Heliport,245,US,US-MA,Chicopee,-72.56150055,42.18259811
MA48,heliport,Raytheon Heliport,130,US,US-MA,Lexington,-71.25255639,42.43065083
MA49,heliport,Metro-Swift Heliport,40,US,US-MA,Peabody,-70.92759705,42.54119873
MA50,heliport,Compaq Marlboro Heliport,430,US,US-MA,Marlboro,-71.57620239,42.32619858
MA51,heliport,Richie's Heliport,104,US,US-MA,North Dartmouth,-71.03890228,41.63819885
MA52,small_airport,Sids Airport,220,US,US-MA,Maynard,-71.47024536,42.43817139
MA53,small_airport,Ware Airport,483,US,US-MA,Ware,-72.21479797,42.2820015
MA54,heliport,B-Town Heliport,320,US,US-MA,Belchertown,-72.42620087,42.30009842
MA55,small_airport,Muskeget Island Airport,90,US,US-MA,Muskeget Island,-70.29949951,41.33480072
MA56,heliport,Boston Scientific Natick Heliport,167,US,US-MA,Natick,-71.37529755,42.30500031
MA57,heliport,Us Property & Fiscal Office Heliport,200,US,US-MA,Natick,-71.36620331,42.28340149
MA58,heliport,Natick Army Laboratories Heliport,143,US,US-MA,Natick,-71.36068583,42.2865244
MA59,closed,Veracka Heliport,80,US,US-MA,Brockton,-71.009202,42.045104
MA6,seaplane_base,Monponsett Pond Seaplane Base,52,US,US-MA,Halifax,-70.8431015,42.00979996
MA60,heliport,St Luke's Hospital Heliport,140,US,US-MA,Middleborough,-70.91500092,41.89400101
MA62,heliport,Sampson Pond Heliport,167,US,US-MA,Carver,-70.75170135,41.86040115
MA63,small_airport,Sherman-Private Airport,34,US,US-MA,Pembroke,-70.79810333,42.07400131
MA64,small_airport,Pheasant Field,40,US,US-MA,Pembroke,-70.81529999,42.07540131
MA65,seaplane_base,Island Air Service Seaplane Base,53,US,US-MA,Rochester,-70.87310028,41.77180099
MA66,closed,Wolomolopoag STOLport,276,US,US-MA,Sharon,-71.207802,42.100701
MA67,heliport,Tgp Heliport,120,US,US-MA,Agawam,-72.63200378,42.03450012
MA68,heliport,Massachusetts Mutual Life Insurance Co Heliport,206,US,US-MA,Springfield,-72.542545,42.116209
MA69,heliport,New England Memorial Hospital Heliport,219,US,US-MA,Stoneham,-71.08699799,42.45149994
MA70,small_airport,Sudbury Airport,135,US,US-MA,Sudbury,-71.42980194,42.35089874
MA71,heliport,Davna Corp Heliport,145,US,US-MA,Millis,-71.38619995,42.15510178
MA72,small_airport,Tuckernuck Airport,23,US,US-MA,Tuckernuck Island,-70.26039886,41.29750061
MA73,closed,Oxbow Corporation Heliport,270,US,US-MA,Dover,-71.297302,42.218201
MA74,seaplane_base,Larson's Seaplane Base,90,US,US-MA,Tyngsboro,-71.41809845,42.69150162
MA75,small_airport,Sky Glen Airport,260,US,US-MA,Uxbridge,-71.61620331,42.04090118
MA76,heliport,Waltham Weston Hospital & Medical Center Heliport,75,US,US-MA,Waltham,-71.24810028,42.36759949
MA77,small_airport,Blueberry Hill Airport,2000,US,US-MA,Washington,-73.14759827,42.37509918
MA78,seaplane_base,Russell Mill Pond Seaplane Base,55,US,US-MA,Plymouth,-70.62779999,41.91790009
MA79,heliport,Digital Heliport,260,US,US-MA,Westfield,-72.72480011,42.17589951
MA80,small_airport,Mundale Airport,280,US,US-MA,Westfield,-72.81430054,42.11980057
MA81,heliport,Digital Heliport,1100,US,US-MA,Westminster,-71.92559814,42.55509949
MA82,seaplane_base,Westport Seaplane Base,131,US,US-MA,Westport,-71.12590027,41.64929962
MA83,heliport,Hubbard Regional Hospital Heliport,510,US,US-MA,Webster,-71.85030365,42.02759933
MA84,heliport,Sprague Nr 1 Heliport,665,US,US-MA,Williamstown,-73.21340179,42.72090149
MA85,heliport,Sprague Nr 2 Heliport,665,US,US-MA,Williamstown,-73.21340179,42.7195015
MA86,small_airport,Kendalls Lndg Area Airport,2102,US,US-MA,Windsor,-73.05979919,42.50559998
MA87,closed,Horseneck Seaplane Base,0,US,US-MA,Westport,-71.038101,41.509801
MA88,small_airport,Albert Farms Airport,1425,US,US-MA,Worthington,-72.93090057,42.39009857
MA89,small_airport,B&B Farm Airport,980,US,US-MA,New Braintree,-72.10389709,42.34609985
MA90,heliport,Host Hotel Heliport,280,US,US-MA,Boxborough,-71.54731393,42.48120487
MA91,heliport,Compaq Parker Street Heliport,178,US,US-MA,Maynard,-71.44730377,42.41839981
MA92,heliport,Prospect Hill Heliport,270,US,US-MA,Waltham,-71.25779724,42.39789963
MA93,heliport,Bay Bank Ii Heliport,148,US,US-MA,Burlington,-71.20950317,42.48120117
MA94,heliport,Parker Heliport,520,US,US-MA,Worcester,-71.79869843,42.27539825
MA95,heliport,Bear Hole Heliport,235,US,US-MA,West Springfield,-72.66950226,42.12649918
MA96,heliport,Rent-A-Tool Heliport,,US,US-MA,Revere,-70.98449707,42.42789841
MA97,small_airport,Waters Airport,700,US,US-MA,Sutton,-71.7397995,42.12509918
MA98,heliport,Anna Jaques Hospital Heliport,100,US,US-MA,Newburyport,-70.89089966,42.8144989
MA99,heliport,Princess House Heliport,12,US,US-MA,Taunton,-71.10780334,41.86119843
MD00,small_airport,Fair's Airport,22,US,US-MD,Pocomoke City,-75.55329895,38.0461998
MD01,small_airport,Wingfield Airport,20,US,US-MD,Dameron,-76.356597,38.143501
MD02,heliport,St. Mary's Hospital East Heliport,96,US,US-MD,Leonardtown,-76.63680267,38.30149841
MD03,small_airport,Woodstock Airport,81,US,US-MD,Chesapeake City,-75.81109619,39.48839951
MD04,small_airport,Rossneck Airport,5,US,US-MD,Cambridge,-76.2358017,38.56890106
MD05,small_airport,Finagin Airfield,185,US,US-MD,Welcome,-77.12159729,38.50749969
MD06,small_airport,Pilots Cove Airport,20,US,US-MD,Tompkinsville,-76.87860107,38.33539963
MD07,closed,Sacred Heart Hospital Heliport,1428,US,US-MD,Cumberland,-78.795524,39.655417
MD08,heliport,Gregory May Heliport,51,US,US-MD,Havre De Grace,-76.10630035,39.5345993
MD09,small_airport,Meadow Brook Airport,50,US,US-MD,Queen Anne,-75.97100067,38.91540146
MD1,small_airport,Massey Aerodrome,73,US,US-MD,Massey,-75.79940033,39.29919815
MD10,heliport,Baltimore Police Department Heliport,170,US,US-MD,Baltimore,-76.60749817,39.29040146
MD11,small_airport,Wright Field,80,US,US-MD,Chestertown,-76.06269836,39.27709961
MD12,small_airport,Bell Airport,370,US,US-MD,Emmittsburg,-77.2928009,39.63639832
MD13,heliport,Black & Decker/Parking Lot 2 Heliport,472,US,US-MD,Towson,-76.58830261,39.39899826
MD14,small_airport,Robinson Private Airport,20,US,US-MD,Benedict,-76.68360138,38.52429962
MD15,heliport,Fallston General Hospital Heliport,450,US,US-MD,Bel Air,-76.39080048,39.49779892
MD16,closed,Waredaca Farm Airport,530,US,US-MD,Brookeville,-77.08329773,39.23070145
MD17,closed,Tinsley Airstrip,400,US,US-MD,Butler,-76.733002,39.516803
MD18,closed,Horn Point Airport,12,US,US-MD,Cambridge,-76.138497,38.589601
MD19,small_airport,Hybarc Farm Airport,50,US,US-MD,Chestertown,-76.02490234,39.20320129
MD20,small_airport,Greer Airport,520,US,US-MD,Taneytown,-77.12280273,39.63619995
MD21,small_airport,Ashland Landing Farm Airport,10,US,US-MD,Centreville,-76.0963974,39.11809921
MD22,small_airport,Deale Airport,15,US,US-MD,Deale,-76.56469727,38.78340149
MD23,small_airport,Kennersley Airport,30,US,US-MD,Church Hill,-76.040497,39.144798
MD24,closed,Haysfield Airport,420,US,US-MD,Clarksville,-76.946602,39.238201
MD25,heliport,Howard County General Hospital Heliport,470,US,US-MD,Columbia,-76.88639832,39.21459961
